date,year,quarter_num,quarter,month_num,month_name,month_short,year_month,year_quarter,week_of_year,day_of_month,day_of_week_num,day_of_week,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end
2020-12-10,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,50,10,4,Thursday,False,False,False,False,False,False
2020-12-11,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,50,11,5,Friday,False,False,False,False,False,False
2020-12-14,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,51,14,1,Monday,False,False,False,False,False,False
2020-12-15,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,51,15,2,Tuesday,False,False,False,False,False,False
2020-12-16,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,51,16,3,Wednesday,False,False,False,False,False,False
2020-12-17,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,51,17,4,Thursday,False,False,False,False,False,False
2020-12-18,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,51,18,5,Friday,False,False,False,False,False,False
2020-12-21,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,52,21,1,Monday,False,False,False,False,False,False
2020-12-22,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,52,22,2,Tuesday,False,False,False,False,False,False
2020-12-23,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,52,23,3,Wednesday,False,False,False,False,False,False
2020-12-24,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,52,24,4,Thursday,False,False,False,False,False,False
2020-12-28,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,53,28,1,Monday,False,False,False,False,False,False
2020-12-29,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,53,29,2,Tuesday,False,False,False,False,False,False
2020-12-30,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,53,30,3,Wednesday,False,False,False,False,False,False
2020-12-31,2020,4,Q4,12,December,Dec,2020-12,2020-Q4,53,31,4,Thursday,False,True,False,True,False,True
2021-01-04,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,1,4,1,Monday,False,False,False,False,False,False
2021-01-05,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,1,5,2,Tuesday,False,False,False,False,False,False
2021-01-06,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,1,6,3,Wednesday,False,False,False,False,False,False
2021-01-07,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,1,7,4,Thursday,False,False,False,False,False,False
2021-01-08,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,1,8,5,Friday,False,False,False,False,False,False
2021-01-11,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,2,11,1,Monday,False,False,False,False,False,False
2021-01-12,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,2,12,2,Tuesday,False,False,False,False,False,False
2021-01-13,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,2,13,3,Wednesday,False,False,False,False,False,False
2021-01-14,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,2,14,4,Thursday,False,False,False,False,False,False
2021-01-15,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,2,15,5,Friday,False,False,False,False,False,False
2021-01-19,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,3,19,2,Tuesday,False,False,False,False,False,False
2021-01-20,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,3,20,3,Wednesday,False,False,False,False,False,False
2021-01-21,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,3,21,4,Thursday,False,False,False,False,False,False
2021-01-22,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,3,22,5,Friday,False,False,False,False,False,False
2021-01-25,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,4,25,1,Monday,False,False,False,False,False,False
2021-01-26,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,4,26,2,Tuesday,False,False,False,False,False,False
2021-01-27,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,4,27,3,Wednesday,False,False,False,False,False,False
2021-01-28,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,4,28,4,Thursday,False,False,False,False,False,False
2021-01-29,2021,1,Q1,1,January,Jan,2021-01,2021-Q1,4,29,5,Friday,False,False,False,False,False,False
2021-02-01,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,5,1,1,Monday,True,False,False,False,False,False
2021-02-02,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,5,2,2,Tuesday,False,False,False,False,False,False
2021-02-03,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,5,3,3,Wednesday,False,False,False,False,False,False
2021-02-04,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,5,4,4,Thursday,False,False,False,False,False,False
2021-02-05,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,5,5,5,Friday,False,False,False,False,False,False
2021-02-08,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,6,8,1,Monday,False,False,False,False,False,False
2021-02-09,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,6,9,2,Tuesday,False,False,False,False,False,False
2021-02-10,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,6,10,3,Wednesday,False,False,False,False,False,False
2021-02-11,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,6,11,4,Thursday,False,False,False,False,False,False
2021-02-12,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,6,12,5,Friday,False,False,False,False,False,False
2021-02-16,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,7,16,2,Tuesday,False,False,False,False,False,False
2021-02-17,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,7,17,3,Wednesday,False,False,False,False,False,False
2021-02-18,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,7,18,4,Thursday,False,False,False,False,False,False
2021-02-19,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,7,19,5,Friday,False,False,False,False,False,False
2021-02-22,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,8,22,1,Monday,False,False,False,False,False,False
2021-02-23,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,8,23,2,Tuesday,False,False,False,False,False,False
2021-02-24,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,8,24,3,Wednesday,False,False,False,False,False,False
2021-02-25,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,8,25,4,Thursday,False,False,False,False,False,False
2021-02-26,2021,1,Q1,2,February,Feb,2021-02,2021-Q1,8,26,5,Friday,False,False,False,False,False,False
2021-03-01,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,9,1,1,Monday,True,False,False,False,False,False
2021-03-02,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,9,2,2,Tuesday,False,False,False,False,False,False
2021-03-03,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,9,3,3,Wednesday,False,False,False,False,False,False
2021-03-04,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,9,4,4,Thursday,False,False,False,False,False,False
2021-03-05,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,9,5,5,Friday,False,False,False,False,False,False
2021-03-08,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,10,8,1,Monday,False,False,False,False,False,False
2021-03-09,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,10,9,2,Tuesday,False,False,False,False,False,False
2021-03-10,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,10,10,3,Wednesday,False,False,False,False,False,False
2021-03-11,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,10,11,4,Thursday,False,False,False,False,False,False
2021-03-12,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,10,12,5,Friday,False,False,False,False,False,False
2021-03-15,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,11,15,1,Monday,False,False,False,False,False,False
2021-03-16,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,11,16,2,Tuesday,False,False,False,False,False,False
2021-03-17,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,11,17,3,Wednesday,False,False,False,False,False,False
2021-03-18,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,11,18,4,Thursday,False,False,False,False,False,False
2021-03-19,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,11,19,5,Friday,False,False,False,False,False,False
2021-03-22,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,12,22,1,Monday,False,False,False,False,False,False
2021-03-23,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,12,23,2,Tuesday,False,False,False,False,False,False
2021-03-24,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,12,24,3,Wednesday,False,False,False,False,False,False
2021-03-25,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,12,25,4,Thursday,False,False,False,False,False,False
2021-03-26,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,12,26,5,Friday,False,False,False,False,False,False
2021-03-29,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,13,29,1,Monday,False,False,False,False,False,False
2021-03-30,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,13,30,2,Tuesday,False,False,False,False,False,False
2021-03-31,2021,1,Q1,3,March,Mar,2021-03,2021-Q1,13,31,3,Wednesday,False,True,False,True,False,False
2021-04-01,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,13,1,4,Thursday,True,False,True,False,False,False
2021-04-05,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,14,5,1,Monday,False,False,False,False,False,False
2021-04-06,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,14,6,2,Tuesday,False,False,False,False,False,False
2021-04-07,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,14,7,3,Wednesday,False,False,False,False,False,False
2021-04-08,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,14,8,4,Thursday,False,False,False,False,False,False
2021-04-09,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,14,9,5,Friday,False,False,False,False,False,False
2021-04-12,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,15,12,1,Monday,False,False,False,False,False,False
2021-04-13,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,15,13,2,Tuesday,False,False,False,False,False,False
2021-04-14,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,15,14,3,Wednesday,False,False,False,False,False,False
2021-04-15,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,15,15,4,Thursday,False,False,False,False,False,False
2021-04-16,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,15,16,5,Friday,False,False,False,False,False,False
2021-04-19,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,16,19,1,Monday,False,False,False,False,False,False
2021-04-20,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,16,20,2,Tuesday,False,False,False,False,False,False
2021-04-21,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,16,21,3,Wednesday,False,False,False,False,False,False
2021-04-22,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,16,22,4,Thursday,False,False,False,False,False,False
2021-04-23,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,16,23,5,Friday,False,False,False,False,False,False
2021-04-26,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,17,26,1,Monday,False,False,False,False,False,False
2021-04-27,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,17,27,2,Tuesday,False,False,False,False,False,False
2021-04-28,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,17,28,3,Wednesday,False,False,False,False,False,False
2021-04-29,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,17,29,4,Thursday,False,False,False,False,False,False
2021-04-30,2021,2,Q2,4,April,Apr,2021-04,2021-Q2,17,30,5,Friday,False,True,False,False,False,False
2021-05-03,2021,2,Q2,5,May,May,2021-05,2021-Q2,18,3,1,Monday,False,False,False,False,False,False
2021-05-04,2021,2,Q2,5,May,May,2021-05,2021-Q2,18,4,2,Tuesday,False,False,False,False,False,False
2021-05-05,2021,2,Q2,5,May,May,2021-05,2021-Q2,18,5,3,Wednesday,False,False,False,False,False,False
2021-05-06,2021,2,Q2,5,May,May,2021-05,2021-Q2,18,6,4,Thursday,False,False,False,False,False,False
2021-05-07,2021,2,Q2,5,May,May,2021-05,2021-Q2,18,7,5,Friday,False,False,False,False,False,False
2021-05-10,2021,2,Q2,5,May,May,2021-05,2021-Q2,19,10,1,Monday,False,False,False,False,False,False
2021-05-11,2021,2,Q2,5,May,May,2021-05,2021-Q2,19,11,2,Tuesday,False,False,False,False,False,False
2021-05-12,2021,2,Q2,5,May,May,2021-05,2021-Q2,19,12,3,Wednesday,False,False,False,False,False,False
2021-05-13,2021,2,Q2,5,May,May,2021-05,2021-Q2,19,13,4,Thursday,False,False,False,False,False,False
2021-05-14,2021,2,Q2,5,May,May,2021-05,2021-Q2,19,14,5,Friday,False,False,False,False,False,False
2021-05-17,2021,2,Q2,5,May,May,2021-05,2021-Q2,20,17,1,Monday,False,False,False,False,False,False
2021-05-18,2021,2,Q2,5,May,May,2021-05,2021-Q2,20,18,2,Tuesday,False,False,False,False,False,False
2021-05-19,2021,2,Q2,5,May,May,2021-05,2021-Q2,20,19,3,Wednesday,False,False,False,False,False,False
2021-05-20,2021,2,Q2,5,May,May,2021-05,2021-Q2,20,20,4,Thursday,False,False,False,False,False,False
2021-05-21,2021,2,Q2,5,May,May,2021-05,2021-Q2,20,21,5,Friday,False,False,False,False,False,False
2021-05-24,2021,2,Q2,5,May,May,2021-05,2021-Q2,21,24,1,Monday,False,False,False,False,False,False
2021-05-25,2021,2,Q2,5,May,May,2021-05,2021-Q2,21,25,2,Tuesday,False,False,False,False,False,False
2021-05-26,2021,2,Q2,5,May,May,2021-05,2021-Q2,21,26,3,Wednesday,False,False,False,False,False,False
2021-05-27,2021,2,Q2,5,May,May,2021-05,2021-Q2,21,27,4,Thursday,False,False,False,False,False,False
2021-05-28,2021,2,Q2,5,May,May,2021-05,2021-Q2,21,28,5,Friday,False,False,False,False,False,False
2021-06-01,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,22,1,2,Tuesday,True,False,False,False,False,False
2021-06-02,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,22,2,3,Wednesday,False,False,False,False,False,False
2021-06-03,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,22,3,4,Thursday,False,False,False,False,False,False
2021-06-04,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,22,4,5,Friday,False,False,False,False,False,False
2021-06-07,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,23,7,1,Monday,False,False,False,False,False,False
2021-06-08,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,23,8,2,Tuesday,False,False,False,False,False,False
2021-06-09,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,23,9,3,Wednesday,False,False,False,False,False,False
2021-06-10,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,23,10,4,Thursday,False,False,False,False,False,False
2021-06-11,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,23,11,5,Friday,False,False,False,False,False,False
2021-06-14,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,24,14,1,Monday,False,False,False,False,False,False
2021-06-15,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,24,15,2,Tuesday,False,False,False,False,False,False
2021-06-16,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,24,16,3,Wednesday,False,False,False,False,False,False
2021-06-17,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,24,17,4,Thursday,False,False,False,False,False,False
2021-06-18,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,24,18,5,Friday,False,False,False,False,False,False
2021-06-21,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,25,21,1,Monday,False,False,False,False,False,False
2021-06-22,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,25,22,2,Tuesday,False,False,False,False,False,False
2021-06-23,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,25,23,3,Wednesday,False,False,False,False,False,False
2021-06-24,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,25,24,4,Thursday,False,False,False,False,False,False
2021-06-25,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,25,25,5,Friday,False,False,False,False,False,False
2021-06-28,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,26,28,1,Monday,False,False,False,False,False,False
2021-06-29,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,26,29,2,Tuesday,False,False,False,False,False,False
2021-06-30,2021,2,Q2,6,June,Jun,2021-06,2021-Q2,26,30,3,Wednesday,False,True,False,True,False,False
2021-07-01,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,26,1,4,Thursday,True,False,True,False,False,False
2021-07-02,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,26,2,5,Friday,False,False,False,False,False,False
2021-07-06,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,27,6,2,Tuesday,False,False,False,False,False,False
2021-07-07,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,27,7,3,Wednesday,False,False,False,False,False,False
2021-07-08,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,27,8,4,Thursday,False,False,False,False,False,False
2021-07-09,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,27,9,5,Friday,False,False,False,False,False,False
2021-07-12,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,28,12,1,Monday,False,False,False,False,False,False
2021-07-13,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,28,13,2,Tuesday,False,False,False,False,False,False
2021-07-14,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,28,14,3,Wednesday,False,False,False,False,False,False
2021-07-15,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,28,15,4,Thursday,False,False,False,False,False,False
2021-07-16,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,28,16,5,Friday,False,False,False,False,False,False
2021-07-19,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,29,19,1,Monday,False,False,False,False,False,False
2021-07-20,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,29,20,2,Tuesday,False,False,False,False,False,False
2021-07-21,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,29,21,3,Wednesday,False,False,False,False,False,False
2021-07-22,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,29,22,4,Thursday,False,False,False,False,False,False
2021-07-23,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,29,23,5,Friday,False,False,False,False,False,False
2021-07-26,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,30,26,1,Monday,False,False,False,False,False,False
2021-07-27,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,30,27,2,Tuesday,False,False,False,False,False,False
2021-07-28,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,30,28,3,Wednesday,False,False,False,False,False,False
2021-07-29,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,30,29,4,Thursday,False,False,False,False,False,False
2021-07-30,2021,3,Q3,7,July,Jul,2021-07,2021-Q3,30,30,5,Friday,False,False,False,False,False,False
2021-08-02,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,31,2,1,Monday,False,False,False,False,False,False
2021-08-03,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,31,3,2,Tuesday,False,False,False,False,False,False
2021-08-04,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,31,4,3,Wednesday,False,False,False,False,False,False
2021-08-05,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,31,5,4,Thursday,False,False,False,False,False,False
2021-08-06,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,31,6,5,Friday,False,False,False,False,False,False
2021-08-09,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,32,9,1,Monday,False,False,False,False,False,False
2021-08-10,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,32,10,2,Tuesday,False,False,False,False,False,False
2021-08-11,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,32,11,3,Wednesday,False,False,False,False,False,False
2021-08-12,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,32,12,4,Thursday,False,False,False,False,False,False
2021-08-13,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,32,13,5,Friday,False,False,False,False,False,False
2021-08-16,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,33,16,1,Monday,False,False,False,False,False,False
2021-08-17,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,33,17,2,Tuesday,False,False,False,False,False,False
2021-08-18,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,33,18,3,Wednesday,False,False,False,False,False,False
2021-08-19,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,33,19,4,Thursday,False,False,False,False,False,False
2021-08-20,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,33,20,5,Friday,False,False,False,False,False,False
2021-08-23,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,34,23,1,Monday,False,False,False,False,False,False
2021-08-24,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,34,24,2,Tuesday,False,False,False,False,False,False
2021-08-25,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,34,25,3,Wednesday,False,False,False,False,False,False
2021-08-26,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,34,26,4,Thursday,False,False,False,False,False,False
2021-08-27,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,34,27,5,Friday,False,False,False,False,False,False
2021-08-30,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,35,30,1,Monday,False,False,False,False,False,False
2021-08-31,2021,3,Q3,8,August,Aug,2021-08,2021-Q3,35,31,2,Tuesday,False,True,False,False,False,False
2021-09-01,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,35,1,3,Wednesday,True,False,False,False,False,False
2021-09-02,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,35,2,4,Thursday,False,False,False,False,False,False
2021-09-03,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,35,3,5,Friday,False,False,False,False,False,False
2021-09-07,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,36,7,2,Tuesday,False,False,False,False,False,False
2021-09-08,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,36,8,3,Wednesday,False,False,False,False,False,False
2021-09-09,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,36,9,4,Thursday,False,False,False,False,False,False
2021-09-10,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,36,10,5,Friday,False,False,False,False,False,False
2021-09-13,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,37,13,1,Monday,False,False,False,False,False,False
2021-09-14,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,37,14,2,Tuesday,False,False,False,False,False,False
2021-09-15,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,37,15,3,Wednesday,False,False,False,False,False,False
2021-09-16,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,37,16,4,Thursday,False,False,False,False,False,False
2021-09-17,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,37,17,5,Friday,False,False,False,False,False,False
2021-09-20,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,38,20,1,Monday,False,False,False,False,False,False
2021-09-21,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,38,21,2,Tuesday,False,False,False,False,False,False
2021-09-22,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,38,22,3,Wednesday,False,False,False,False,False,False
2021-09-23,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,38,23,4,Thursday,False,False,False,False,False,False
2021-09-24,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,38,24,5,Friday,False,False,False,False,False,False
2021-09-27,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,39,27,1,Monday,False,False,False,False,False,False
2021-09-28,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,39,28,2,Tuesday,False,False,False,False,False,False
2021-09-29,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,39,29,3,Wednesday,False,False,False,False,False,False
2021-09-30,2021,3,Q3,9,September,Sep,2021-09,2021-Q3,39,30,4,Thursday,False,True,False,True,False,False
2021-10-01,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,39,1,5,Friday,True,False,True,False,False,False
2021-10-04,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,40,4,1,Monday,False,False,False,False,False,False
2021-10-05,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,40,5,2,Tuesday,False,False,False,False,False,False
2021-10-06,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,40,6,3,Wednesday,False,False,False,False,False,False
2021-10-07,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,40,7,4,Thursday,False,False,False,False,False,False
2021-10-08,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,40,8,5,Friday,False,False,False,False,False,False
2021-10-11,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,41,11,1,Monday,False,False,False,False,False,False
2021-10-12,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,41,12,2,Tuesday,False,False,False,False,False,False
2021-10-13,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,41,13,3,Wednesday,False,False,False,False,False,False
2021-10-14,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,41,14,4,Thursday,False,False,False,False,False,False
2021-10-15,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,41,15,5,Friday,False,False,False,False,False,False
2021-10-18,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,42,18,1,Monday,False,False,False,False,False,False
2021-10-19,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,42,19,2,Tuesday,False,False,False,False,False,False
2021-10-20,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,42,20,3,Wednesday,False,False,False,False,False,False
2021-10-21,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,42,21,4,Thursday,False,False,False,False,False,False
2021-10-22,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,42,22,5,Friday,False,False,False,False,False,False
2021-10-25,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,43,25,1,Monday,False,False,False,False,False,False
2021-10-26,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,43,26,2,Tuesday,False,False,False,False,False,False
2021-10-27,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,43,27,3,Wednesday,False,False,False,False,False,False
2021-10-28,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,43,28,4,Thursday,False,False,False,False,False,False
2021-10-29,2021,4,Q4,10,October,Oct,2021-10,2021-Q4,43,29,5,Friday,False,False,False,False,False,False
2021-11-01,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,44,1,1,Monday,True,False,False,False,False,False
2021-11-02,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,44,2,2,Tuesday,False,False,False,False,False,False
2021-11-03,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,44,3,3,Wednesday,False,False,False,False,False,False
2021-11-04,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,44,4,4,Thursday,False,False,False,False,False,False
2021-11-05,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,44,5,5,Friday,False,False,False,False,False,False
2021-11-08,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,45,8,1,Monday,False,False,False,False,False,False
2021-11-09,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,45,9,2,Tuesday,False,False,False,False,False,False
2021-11-10,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,45,10,3,Wednesday,False,False,False,False,False,False
2021-11-11,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,45,11,4,Thursday,False,False,False,False,False,False
2021-11-12,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,45,12,5,Friday,False,False,False,False,False,False
2021-11-15,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,46,15,1,Monday,False,False,False,False,False,False
2021-11-16,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,46,16,2,Tuesday,False,False,False,False,False,False
