date,strategy,equity,cum_return,drawdown,daily_ret,gross_ret,cost_ret,is_entry_day,rebalance_date,signal_date,year,month_num,month,quarter,year_quarter,day_of_week,days_since_start
2020-01-29,ML_Full_EW,9807.909130511038,-0.019209086948896226,-0.030659336254871383,-0.011371938589902908,-0.011371938589902908,0.0,False,2020-01-16,2020-01-16,2020,1,2020-01,Q1,2020-Q1,Wednesday,12
2020-01-30,BH_Full,9950.597801305714,-0.004940219869428608,-0.01659538331812782,0.005704554647845583,0.005704554647845583,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Thursday,14
2020-01-30,BH_MCap10,10478.28889457645,0.047828889457645074,0.0,0.011007644744839284,0.011007644744839284,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Thursday,14
2020-01-30,BH_QQQ,10014.398639886269,0.0014398639886268327,-0.008860378088481391,0.0035617453544445343,0.0035617453544445343,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Thursday,14
2020-01-30,ML_Full_CW,9873.961691131179,-0.012603830886882106,-0.02276386689023402,0.006019137355281878,0.006019137355281878,0.0,False,2020-01-16,2020-01-16,2020,1,2020-01,Q1,2020-Q1,Thursday,13
2020-01-30,ML_Full_EW,9858.563981573576,-0.014143601842642406,-0.025652988184402203,0.005164694165544032,0.005164694165544032,0.0,False,2020-01-16,2020-01-16,2020,1,2020-01,Q1,2020-Q1,Thursday,13
2020-01-31,BH_Full,9759.975544843635,-0.02400244551563646,-0.03543433257427464,-0.019156864770181414,-0.019156864770181414,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Friday,15
2020-01-31,BH_MCap10,10336.189805621181,0.033618980562118095,-0.013561287571372316,-0.013561287571372316,-0.013561287571372316,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Friday,15
2020-01-31,BH_QQQ,9855.586927282951,-0.014441307271704895,-0.024578204634535528,-0.015858337411373657,-0.015858337411373657,0.0,False,,,2020,1,2020-01,Q1,2020-Q1,Friday,15
2020-01-31,ML_Full_CW,9650.633239766785,-0.03493667602332151,-0.044866913170103606,-0.022617917544179612,-0.022617917544179612,0.0,False,2020-01-16,2020-01-16,2020,1,2020-01,Q1,2020-Q1,Friday,14
2020-01-31,ML_Full_EW,9635.145778948581,-0.03648542210514183,-0.04773397873431895,-0.022662347482106018,-0.022662347482106018,0.0,False,2020-01-16,2020-01-16,2020,1,2020-01,Q1,2020-Q1,Friday,14
2020-02-03,BH_Full,9912.957599005806,-0.008704240099419391,-0.0203153154723259,0.015674430069959833,0.015674430069959833,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Monday,18
2020-02-03,BH_MCap10,10729.619021393404,0.0729619021393404,0.0,0.03806327313748259,0.03806327313748259,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Monday,18
2020-02-03,BH_QQQ,10004.498951692969,0.00044989516929683226,-0.009840164650389283,0.015109401957359658,0.015109401957359658,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Monday,18
2020-02-03,ML_Full_CW,9847.280707993381,-0.015271929200661893,-0.02540451120350573,0.02037663885270069,0.02086665484702737,-0.0004900159943266799,True,2020-01-31,2020-01-31,2020,2,2020-02,Q1,2020-Q1,Monday,17
2020-02-03,ML_Full_EW,9823.746590991626,-0.01762534090083734,-0.029094079659402694,0.01957425620431308,0.020063886870010678,-0.0004896306656975991,True,2020-01-31,2020-01-31,2020,2,2020-02,Q1,2020-Q1,Monday,17
2020-02-04,BH_Full,10170.05394313407,0.017005394313406974,0.0,0.02593538220662306,0.02593538220662306,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Tuesday,19
2020-02-04,BH_MCap10,11138.687424402844,0.11386874244028444,0.0,0.03812515637263658,0.03812515637263658,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Tuesday,19
2020-02-04,BH_QQQ,10233.489609458797,0.023348960945879682,0.0,0.022888768230324708,0.022888768230324708,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Tuesday,19
2020-02-04,ML_Full_CW,10211.045059863536,0.021104505986353717,0.0,0.036940589250682755,0.036940589250682755,0.0,False,2020-01-31,2020-01-31,2020,2,2020-02,Q1,2020-Q1,Tuesday,18
2020-02-04,ML_Full_EW,10189.031140710842,0.018903114071084248,0.0,0.037183832699245495,0.037183832699245495,0.0,False,2020-01-31,2020-01-31,2020,2,2020-02,Q1,2020-Q1,Tuesday,18
2020-02-05,BH_Full,10205.810802898059,0.020581080289805875,0.0,0.0035158967655357642,0.0035158967655357642,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Wednesday,20
2020-02-05,BH_MCap10,10873.392143971003,0.08733921439710035,-0.023817463433853714,-0.023817463433853714,-0.023817463433853714,0.0,False,,,2020,2,2020-02,Q1,2020-Q1,Wednesday,20
