scenario_type,strategy,parameter_value,metric_name,metric_value
cost_bps,ML_Full_EW,5.090458572766022,top_k,
cost_bps,ML_Full_EW,5.397094140712038,Avg_Daily_Ret,0.001445480385467
cost_bps,ML_Full_EW,5.397094140712038,CAGR,0.3546713431396944
cost_bps,ML_Full_EW,5.397094140712038,Calmar,0.9443501995103808
cost_bps,ML_Full_EW,5.397094140712038,MDD_Duration,252.0
cost_bps,ML_Full_EW,5.397094140712038,Max_Drawdown,-0.3755718411703429
cost_bps,ML_Full_EW,5.397094140712038,N_Days,1536.0
cost_bps,ML_Full_EW,5.397094140712038,Sharpe,0.9399132461794512
cost_bps,ML_Full_EW,5.397094140712038,Sortino,1.3027411379604656
cost_bps,ML_Full_EW,5.397094140712038,Std_Daily_Ret,0.02178437729413
cost_bps,ML_Full_EW,5.397094140712038,Tail_Ratio,1.0777675269444225
cost_bps,ML_Full_EW,5.397094140712038,VaR_95,-0.032467801061291
cost_bps,ML_Full_EW,5.397094140712038,Win_Rate,0.5384114583333334
cost_bps,ML_Full_EW,5.397094140712038,cost_bps,0.0
cost_bps,ML_Full_EW,5.397094140712038,rebalance_days,
cost_bps,ML_Full_EW,5.397094140712038,top_k,
rebalance_days,ML_Full_EW,1.8275025359603336,Avg_Daily_Ret,0.000906592807496
rebalance_days,ML_Full_EW,1.8275025359603336,CAGR,0.1853200299599278
rebalance_days,ML_Full_EW,1.8275025359603336,Calmar,0.4530299079984672
rebalance_days,ML_Full_EW,1.8275025359603336,MDD_Duration,308.0
rebalance_days,ML_Full_EW,1.8275025359603336,Max_Drawdown,-0.409067981358429
rebalance_days,ML_Full_EW,1.8275025359603336,N_Days,1536.0
rebalance_days,ML_Full_EW,1.8275025359603336,Sharpe,0.5557563276139781
rebalance_days,ML_Full_EW,1.8275025359603336,Sortino,0.7671939558981228
rebalance_days,ML_Full_EW,1.8275025359603336,Std_Daily_Ret,0.0214497777004261
rebalance_days,ML_Full_EW,1.8275025359603336,Tail_Ratio,1.0899443738161811
rebalance_days,ML_Full_EW,1.8275025359603336,VaR_95,-0.0326556258316707
rebalance_days,ML_Full_EW,1.8275025359603336,Win_Rate,0.5377604166666666
rebalance_days,ML_Full_EW,1.8275025359603336,cost_bps,
rebalance_days,ML_Full_EW,1.8275025359603336,rebalance_days,15.0
rebalance_days,ML_Full_EW,1.8275025359603336,top_k,
rebalance_days,ML_Full_EW,1.9060173779115372,Avg_Daily_Ret,0.0009433382967149
rebalance_days,ML_Full_EW,1.9060173779115372,CAGR,0.1906423123424772
rebalance_days,ML_Full_EW,1.9060173779115372,Calmar,0.4715814353343084
rebalance_days,ML_Full_EW,1.9060173779115372,MDD_Duration,582.0
rebalance_days,ML_Full_EW,1.9060173779115372,Max_Drawdown,-0.4042616991640672
rebalance_days,ML_Full_EW,1.9060173779115372,N_Days,1536.0
rebalance_days,ML_Full_EW,1.9060173779115372,Sharpe,0.5609205306204068
rebalance_days,ML_Full_EW,1.9060173779115372,Sortino,0.7481970726729069
rebalance_days,ML_Full_EW,1.9060173779115372,Std_Daily_Ret,0.0222922242242643
rebalance_days,ML_Full_EW,1.9060173779115372,Tail_Ratio,1.0527334007243287
rebalance_days,ML_Full_EW,1.9060173779115372,VaR_95,-0.0330987300435464
rebalance_days,ML_Full_EW,1.9060173779115372,Win_Rate,0.5221354166666666
rebalance_days,ML_Full_EW,1.9060173779115372,cost_bps,
rebalance_days,ML_Full_EW,1.9060173779115372,rebalance_days,21.0
rebalance_days,ML_Full_EW,1.9060173779115372,top_k,
rebalance_days,ML_Full_EW,1.9812118557364489,Avg_Daily_Ret,0.0009360395628125
rebalance_days,ML_Full_EW,1.9812118557364489,CAGR,0.1956279316641174
rebalance_days,ML_Full_EW,1.9812118557364489,Calmar,0.4575406243565462
rebalance_days,ML_Full_EW,1.9812118557364489,MDD_Duration,321.0
rebalance_days,ML_Full_EW,1.9812118557364489,Max_Drawdown,-0.4275640702707768
rebalance_days,ML_Full_EW,1.9812118557364489,N_Days,1536.0
rebalance_days,ML_Full_EW,1.9812118557364489,Sharpe,0.5840098890898726
rebalance_days,ML_Full_EW,1.9812118557364489,Sortino,0.7867864307882688
rebalance_days,ML_Full_EW,1.9812118557364489,Std_Daily_Ret,0.0212124874308929
rebalance_days,ML_Full_EW,1.9812118557364489,Tail_Ratio,1.0440732430040107
rebalance_days,ML_Full_EW,1.9812118557364489,VaR_95,-0.0317133278073585
rebalance_days,ML_Full_EW,1.9812118557364489,Win_Rate,0.5338541666666666
rebalance_days,ML_Full_EW,1.9812118557364489,cost_bps,
rebalance_days,ML_Full_EW,1.9812118557364489,rebalance_days,5.0
rebalance_days,ML_Full_EW,1.9812118557364489,top_k,
rebalance_days,ML_Full_EW,4.798389133661765,Avg_Daily_Ret,0.001381521229163
rebalance_days,ML_Full_EW,4.798389133661765,CAGR,0.3330718749249652
rebalance_days,ML_Full_EW,4.798389133661765,Calmar,0.8850737169310801
rebalance_days,ML_Full_EW,4.798389133661765,MDD_Duration,291.0
rebalance_days,ML_Full_EW,4.798389133661765,Max_Drawdown,-0.376321055018857
rebalance_days,ML_Full_EW,4.798389133661765,N_Days,1536.0
rebalance_days,ML_Full_EW,4.798389133661765,Sharpe,0.8931452092437729
rebalance_days,ML_Full_EW,4.798389133661765,Sortino,1.2395425218037783
rebalance_days,ML_Full_EW,4.798389133661765,Std_Daily_Ret,0.0217882875564259
rebalance_days,ML_Full_EW,4.798389133661765,Tail_Ratio,1.07523942096707
rebalance_days,ML_Full_EW,4.798389133661765,VaR_95,-0.0325441394472671
rebalance_days,ML_Full_EW,4.798389133661765,Win_Rate,0.537109375
rebalance_days,ML_Full_EW,4.798389133661765,cost_bps,
rebalance_days,ML_Full_EW,4.798389133661765,rebalance_days,10.0
rebalance_days,ML_Full_EW,4.798389133661765,top_k,
top_k,ML_Full_EW,1.9410903057996023,Avg_Daily_Ret,0.0009030916068654
top_k,ML_Full_EW,1.9410903057996023,CAGR,0.1929810156410205
top_k,ML_Full_EW,1.9410903057996023,Calmar,0.4982146106472589
top_k,ML_Full_EW,1.9410903057996023,MDD_Duration,410.0
top_k,ML_Full_EW,1.9410903057996023,Max_Drawdown,-0.3873451551135923
top_k,ML_Full_EW,1.9410903057996023,N_Days,1536.0
top_k,ML_Full_EW,1.9410903057996023,Sharpe,0.591890851141428
top_k,ML_Full_EW,1.9410903057996023,Sortino,0.8005078193385653
top_k,ML_Full_EW,1.9410903057996023,Std_Daily_Ret,0.0200463815635785
top_k,ML_Full_EW,1.9410903057996023,Tail_Ratio,0.9769895436784528
top_k,ML_Full_EW,1.9410903057996023,VaR_95,-0.0318505598615625
top_k,ML_Full_EW,1.9410903057996023,Win_Rate,0.533203125
top_k,ML_Full_EW,1.9410903057996023,cost_bps,
top_k,ML_Full_EW,1.9410903057996023,rebalance_days,
top_k,ML_Full_EW,1.9410903057996023,top_k,20.0
top_k,ML_Full_EW,2.114795827423721,Avg_Daily_Ret,0.0009549030519174
top_k,ML_Full_EW,2.114795827423721,CAGR,0.2042312059263795
top_k,ML_Full_EW,2.114795827423721,Calmar,0.5189940212633426
top_k,ML_Full_EW,2.114795827423721,MDD_Duration,393.0
top_k,ML_Full_EW,2.114795827423721,Max_Drawdown,-0.3935136004635218
