strategy,Total_Return,CAGR,Sharpe,Sortino,Max_Drawdown,Calmar,VaR_95,Win_Rate,MDD_Duration,Tail_Ratio,Avg_Daily_Ret,Std_Daily_Ret,N_Days,initial_capital
ML_Full_EW,4.192211931696487,0.3092109047516309,0.8543113917323425,1.1957499632237976,-0.3716861302702744,0.831914025220112,-0.032685552008211,0.5325520833333334,291.0,1.0720574544295025,0.0012972200319961,0.0212122474386413,1536.0,10000.0
ML_Full_CW,4.798389133661765,0.3330718749249652,0.8931452092437729,1.2395425218037783,-0.376321055018857,0.8850737169310801,-0.0325441394472671,0.537109375,291.0,1.0752394209670697,0.001381521229163,0.0217882875564259,1536.0,10000.0
BH_QQQ,1.8404705635642185,0.1862075467218891,0.6712386684741654,0.8722448335084262,-0.3511871971603232,0.5302230497795797,-0.0256399667556467,0.5616531165311653,473.0,0.9090454331424668,0.0008379469570664,0.016136034914237,1476.0,10000.0
BH_MCap10,5.006932967657997,0.3407987765156186,0.8953413068257443,1.2582606827168714,-0.5753440621378786,0.5923390870660411,-0.0402970195759299,0.5487804878048781,537.0,0.945542928630381,0.0014994000698946,0.0238248510043037,1476.0,10000.0
BH_Full,2.0882603072775257,0.2025471284521778,0.7264730119648963,0.9554125067368516,-0.3243587964770495,0.6244539400568078,-0.0245961878692335,0.5623306233062331,489.0,0.967650518210714,0.0008950345557176,0.0161566471580276,1476.0,10000.0
