,Total_Return,CAGR,Sharpe,Sortino,Max_Drawdown,Calmar,VaR_95,Win_Rate,MDD_Duration,Tail_Ratio,Avg_Daily_Ret,Std_Daily_Ret,N_Days
ML_Full_EW,4.435769760384938,0.3190645673822108,0.8767413851986117,1.2262666046021957,-0.3713794808738833,0.8591335381034739,-0.03268555200821109,0.533203125,287.0,1.0720574544295023,0.0013270374364321438,0.02120944849448203,1536.0
ML_Full_CW,5.007340854985733,0.3408136680758018,0.9100335040570202,1.26228361798855,-0.3760906261934408,0.9062009110019817,-0.03254413944726715,0.5384114583333334,287.0,1.0752394209670697,0.001404531003357153,0.02178532263011502,1536.0
BH_QQQ,1.8174354621221656,0.18462870063627812,0.6453258050024504,0.848496200475694,-0.3511871971603231,0.5257273104747947,-0.025245677983498443,0.5592447916666666,493.0,0.9144452333407311,0.0008006013668503415,0.015865300357213282,1536.0
BH_MCap10,4.782048194706567,0.33245664540900166,0.8519606557121976,1.2018977078885829,-0.5744939544986739,0.5786947674655976,-0.0394128486689371,0.5462239583333334,567.0,0.9612092514265803,0.0014213293940987485,0.023583295239461986,1536.0
BH_Full,2.042428182733134,0.19960967178771027,0.6973126951001524,0.9247828935390718,-0.32377449912435463,0.616508317756812,-0.02448501231712208,0.560546875,509.0,0.931566550301421,0.0008496649099090171,0.015799436038203437,1536.0
