strategy,n_days,mean_pct,std_pct,skew,excess_kurtosis,var_95_pct,var_99_pct,cvar_95_pct
ML_Full_CW,1536,0.1404531003357153,2.178532263011503,0.24489656398638834,7.938679841493839,3.2544139447267146,5.963651682100456,4.905239330043766
