rebalance_date,signal_date,entry_date,holdings,n_holdings,n_sold,n_bought,turnover_est,cost,exposure,regime_scale,defense_scale,vol_scale,dd_scale,estimated_vol,regime_score,breadth_gate,benchmark_trend_gate,anchor_used,skipped_no_hold_dates
2021-04-26,2021-04-26,2021-04-27,"['TSLA', 'MELI', 'MCHP', 'QCOM', 'VRSK', 'LRCX', 'SNPS', 'KLAC', 'AMAT', 'AMD']",10,3,3,0.34502313309584054,0.0004140277597150086,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-05-10,2021-05-10,2021-05-11,"['AMAT', 'MELI', 'TSLA', 'LRCX', 'AAPL', 'SNPS', 'PYPL', 'JD', 'AMD', 'KLAC']",10,3,3,0.448007654998295,0.0005376091859979539,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-05-24,2021-05-24,2021-05-25,"['WBD', 'MELI', 'AMAT', 'LRCX', 'AMZN', 'TSLA', 'KLAC', 'AAPL', 'JD', 'AMD']",10,2,2,0.3575678273597427,0.00042908139283169116,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-06-08,2021-06-08,2021-06-09,"['WBD', 'AMAT', 'LRCX', 'AMZN', 'KLAC', 'NVDA', 'MELI', 'FTNT', 'TSLA', 'AAPL']",10,2,2,0.21738860505019345,0.0002608663260602321,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-06-22,2021-06-22,2021-06-23,"['WBD', 'AMAT', 'LRCX', 'TSLA', 'AAPL', 'BIIB', 'MCHP', 'NVDA', 'KLAC', 'MELI']",10,2,2,0.23295811272695455,0.0002795497352723454,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-07-07,2021-07-07,2021-07-08,"['AMAT', 'WBD', 'KLAC', 'NVDA', 'BIIB', 'AMD', 'LRCX', 'TSLA', 'MELI', 'MCHP']",10,1,1,0.11832066162935265,0.00014198479395522315,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-07-21,2021-07-21,2021-07-22,"['BIIB', 'AMAT', 'NVDA', 'TSLA', 'WBD', 'LRCX', 'KLAC', 'MELI', 'AMD', 'MCHP']",10,0,0,0.07367022281503592,8.84042673780431e-05,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-08-04,2021-08-04,2021-08-05,"['NVDA', 'AMD', 'WBD', 'BIIB', 'TSLA', 'MELI', 'MCHP', 'LRCX', 'KLAC', 'AMAT']",10,0,0,0.09440352035323003,0.00011328422442387603,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-08-18,2021-08-18,2021-08-19,"['NVDA', 'AAPL', 'TSLA', 'AMD', 'MELI', 'WBD', 'AMAT', 'MCHP', 'LRCX', 'KLAC']",10,1,1,0.22435426673126496,0.0002692251200775179,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-09-01,2021-09-01,2021-09-02,"['NVDA', 'AAPL', 'AMD', 'FTNT', 'JD', 'WBD', 'TSLA', 'MELI', 'LRCX', 'AMAT']",10,2,2,0.2598067622940971,0.0003117681147529165,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-09-16,2021-09-16,2021-09-17,"['NVDA', 'AMD', 'MELI', 'BIIB', 'FTNT', 'MU', 'WBD', 'JD', 'MNST', 'LRCX']",10,3,3,0.3645105883492735,0.0004374127060191282,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-09-30,2021-09-30,2021-10-01,"['MELI', 'AMD', 'AMZN', 'NVDA', 'JD', 'MNST', 'FTNT', 'LRCX', 'WBD', 'MU']",10,1,1,0.18515609180397902,0.0002221873101647748,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-10-14,2021-10-14,2021-10-15,"['NVDA', 'MELI', 'AAPL', 'FTNT', 'JD', 'WBD', 'AMD', 'DXCM', 'LRCX', 'MU']",10,2,2,0.3309086067917817,0.000397090328150138,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-10-28,2021-10-28,2021-10-29,"['FTNT', 'AAPL', 'NVDA', 'WBD', 'MELI', 'JD', 'SNPS', 'ILMN', 'LRCX', 'AMD']",10,2,2,0.23109700620735996,0.00027731640744883194,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-11-11,2021-11-11,2021-11-12,"['AAPL', 'PYPL', 'TSLA', 'NVDA', 'WBD', 'MELI', 'JD', 'SNPS', 'AMD', 'FTNT']",10,2,2,0.34926748066034013,0.0004191209767924081,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-11-26,2021-11-26,2021-11-29,"['MSFT', 'MELI', 'PYPL', 'WBD', 'TSLA', 'AAPL', 'DLTR', 'JD', 'NVDA', 'AMD']",10,2,2,0.2294601937877056,0.0002753522325452467,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-12-10,2021-12-10,2021-12-13,"['AMD', 'TSLA', 'MELI', 'INTU', 'NVDA', 'AMZN', 'FTNT', 'PYPL', 'WBD', 'QCOM']",10,4,4,0.422246985973849,0.0005066963831686187,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2021-12-27,2021-12-27,2021-12-28,"['AMD', 'QCOM', 'TSLA', 'NVDA', 'MELI', 'JD', 'FTNT', 'WBD', 'AAPL', 'ORCL']",10,3,3,0.3301738585405196,0.0003962086302486235,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-01-25,2022-01-25,2022-01-26,"['NVDA', 'NFLX', 'TSLA', 'AMD', 'FTNT', 'MELI', 'CDNS', 'DXCM', 'ADBE', 'SNPS']",10,5,5,0.49629762297495705,0.0005955571475699484,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-02-08,2022-02-08,2022-02-09,"['CDNS', 'META', 'PYPL', 'NVDA', 'MELI', 'SNPS', 'DXCM', 'TSLA', 'FTNT', 'ADBE']",10,2,2,0.3443350788739964,0.00041320209464879563,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-02-23,2022-02-23,2022-02-24,"['TSLA', 'NVDA', 'MELI', 'AMD', 'DXCM', 'ADBE', 'KLAC', 'FTNT', 'SNPS', 'CDNS']",10,2,2,0.38492552374926736,0.0004619106284991208,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-03-09,2022-03-09,2022-03-10,"['NVDA', 'LRCX', 'FTNT', 'MELI', 'AMD', 'KLAC', 'TSLA', 'DXCM', 'SNPS', 'ADBE']",10,1,1,0.1250129129810654,0.00015001549557727847,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-03-23,2022-03-23,2022-03-24,"['IDXX', 'PCAR', 'LRCX', 'KLAC', 'ADI', 'NVDA', 'AMD', 'ADBE', 'FTNT', 'SNPS']",10,3,3,0.6902633483270059,0.000828316017992407,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-04-06,2022-04-06,2022-04-07,"['ODFL', 'AMD', 'AMAT', 'GOOGL', 'MCHP', 'MSFT', 'LRCX', 'IDXX', 'PCAR', 'KLAC']",10,5,5,0.6489123907193609,0.000778694868863233,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-04-21,2022-04-21,2022-04-22,"['PYPL', 'META', 'JD', 'AMD', 'MELI', 'NVDA', 'CRM', 'LRCX', 'NFLX', 'KLAC']",10,7,7,0.8178168893261739,0.0009813802671914086,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-05-05,2022-05-05,2022-05-06,"['MELI', 'NVDA', 'AMZN', 'INTU', 'AMD', 'PYPL', 'CRM', 'CDNS', 'SNPS', 'LRCX']",10,4,4,0.4953076259224128,0.0005943691511068953,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
