fold,test_year,model,global_auc,daily_auc,top_k_ret,rank_corr,train_size,test_size,inner_cv_auc
1,2020,LR,0.5331916197168914,0.5255557990600725,0.014338596018290206,0.04214900204910017,26043,16524,0.5266064342267812
1,2020,RF,0.5258833777704025,0.5307424452723597,0.01679891797174081,0.037172619233450624,26043,16524,0.5300809217432451
1,2020,LGBM,0.5223581739005045,0.5242408746682251,0.018152319041786918,0.032709912654701724,26043,16524,0.5110827804267919
